,Line_Lyrics
11303,well i can see you movin it
11304,girl body be banging
11305,music a turn up and the dj jammin
11306,hooker than curve attention grabbin
11307,bubble you a bubble and a cause pure damage
11308,i cant stand it i cant manage
11309,give me some of that because me want your magic
11310,im all on it look what you started girl dont panic
11311,baby girl yow
11312,you shuttin down the party
11313,how you move your body move your body lets party girl
11314,its dancin on my own and later move my body move my body
11315,you got the look in your eyes that say you wanna love wanna love me
11316,lets party girl
11317,baby slow it down cause i dont need to know you need to know you
11318,fine all mine girl your stunnin
11319,just my type girl right on the money
11320,party all night early mornin
11321,hop up in my ride baby girl dont worry
11322,aint gonna rush it if you dont wanna
11323,but i got a feelin anyway that were gonna go all night best sex ever
11324,me and you together
11325,baby girl yow
11326,you shuttin down the party
11327,how you move your body move your body lets party girl
11328,its dancin on my own and later move my body move my body
11329,you got the look in your eyes that say you wanna love wanna love me
11330,lets party girl
11331,baby slow it down cause i dont need to know you need to know you
11332,baby you got a boo but imma love you better love you better
11333,lets party girl
11334,you got me feeling the heat you turnin up the pressure the pressure
11335,well me say listen me listen me gyal you love a imprison me
11336,huggin and kissin you i can only envision it
11337,so no make so no make this night turn a tragedy
11338,tun it up turn it up
11339,make we make new memories
11340,sunrise comin and ive been longin
11341,just to take you home and give you good lovin
11342,sunrise comin and ive been longin
11343,just to take you home and give you good lovin
11344,baby girl yow
11345,you shuttin down the party
11346,how you move your body move your body lets party girl
11347,its dancin on my own and later move my body move my body
11348,you got the look in your eyes that say you wanna love wanna love me
11349,lets party girl
11350,baby slow it down cause i dont need to know you need to know you
11351,baby you got a boo but imma love you better love you better
11352,lets party girl
11353,you got me feeling the heat you turnin up the pressure the pressure
11354,sunrise comin and ive been longin
11355,just to take you home and give you good lovin
11356,sunrise comin and ive been longin
11357,just to take you home and give you good lovin
11358,hey
11359,you call me all friendly
11360,tellin me how much you miss me
11361,thats funny i guess youve heard my songs
11362,well im too busy for your business
11363,go find a girl who wants to listen
11364,if you think i was born yesterday you have got me wrong
11365,so i cut you off
11366,i dont need your love
11367,cause i already cried enough
11368,ive been done
11369,ive been movin on since we said goodbye
11370,i cut you off
11371,i dont need your love
11372,so you can try all you want
11373,your time is up ill tell you why
11374,you say youre sorry but its too late now
11375,so save it get gone shut up
11376,cause if you think i care about you now
11377,well boy i dont give a fuck
11378,i remember that weekend
11379,when my best friend caught you creepin
11380,you blamed it all on the alcohol
11381,so i made my decision
11382,cause you made your bed sleep in it
11383,play the victim and switch your position
11384,im through im done
11385,so i cut you off
11386,i dont need your love
11387,cause i already cried enough
11388,ive been done
11389,ive been movin on since we said goodbye
11390,i cut you off
11391,i dont need your love
11392,so you can try all you want
11393,your time is up ill tell you why
11394,you say youre sorry but its too late now
11395,so save it get gone shut up
11396,cause if you think i care about you now
11397,well boy i dont give a fuck
11398,i see you tryna get to me
11399,i see you beggin on your knees please
11400,boy i dont give a fuck
11401,so stop tryna get to me
11402,tch get up off your knees
11403,cause boy i dont give a fuck about you
11404,no i dont give a damn
11405,you keep reminiscin on when you were my man
11406,but im over you
11407,now youre all in the past
11408,you talk all that sweet talk but i aint comin back
11409,cut you off
11410,i dont need your love
11411,so you can try all you want
11412,your time is up ill tell you why
11413,you say youre sorry but its too late now
11414,so save it get gone shut up
11415,cause if you think i care about you now
11416,well boy i dont give a fuck
11417,i see you tryna get to me
11418,i see you beggin on your knees
11419,boy i dont give a fuck
11420,so stop tryna get to me
11421,tch get up off your knees
11422,cause boy i dont give a fuck
11423,it was great at the very start
11424,hands on each other
11425,couldnt stand to be far apart
11426,closer the better
11427,now were picking fights and slamming doors
11428,magnifying all our flaws
11429,and i wonder why wonder what for
11430,why we keep coming back for more
11431,is it just our bodies are we both losing our minds 
11432,is the only reason youre holding me tonight
11433,cause were scared to be lonely 
11434,do we need somebody just to feel like were alright 
11435,is the only reason youre holding me tonight
11436,cause were scared to be lonely 
11437,too much time losing track of us
11438,where was the real 
11439,undefined spiraling out of touch
11440,forgot how it feels
11441,all the messed up fights and slamming doors
11442,magnifying all our flaws
11443,and i wonder why wonder what for
11444,its like we keep coming back for more
11445,is it just our bodies are we both losing our minds 
11446,is the only reason youre holding me tonight
11447,cause were scared to be lonely 
11448,do we need somebody just to feel like were alright 
11449,is the only reason youre holding me tonight
11450,cause were scared to be lonely 
11451, lief pretty
11452, lief pretty
11453,oh you look so pretty
11454, lief pretty
11455,put my mind at
11456, lief pretty
11457,put my mind at
11458,pretty
11459,put my mind at
11460,somewhere in the middle i
11461,think i lied a little i
11462,i said if we took it there i wasnt gonna change
11463,but that went out the window yeah 
11464,hate it when you leave me unattended
11465,cause i miss ya and i need your love
11466,when my mind is runnin wild
11467,could you help me slow it down 
11468,put my mind at ease
11469,trickle down my spine
11470,oh you look so pretty please
11471,every single night i need your hands on me
11472,sweet relief
11473,pretty please
11474,hey whats up its louie vega from masters at work
11475,youre listening to club future nostalgia with dua lipa and the blessed madonna
11476,we havent talked all morning
11477,bang my head bang my head against the wall
11478,im scared im falling
11479,losing all losing all my control
11480,and im tired of talking
11481,feel myself saying the same old things
11482,but this loves important
11483,dont wanna lose dont wanna lose you this way
11484,i i i i i i i i i i
11485,feel like we about to break up
11486,i i i i i i i i i i
11487,just wanna kiss and make up one last time
11488,touch me like you touch nobody
11489,put your hands all up on me
11490,tired of hearing sorry
11491,kiss and make kiss kiss and make up
11492,how about we leave this party 
11493,cause all i want is you up on me
11494,tired of hearing sorry
11495,kiss and make kiss kiss and make up
11496,kiss kiss and make up
11497,kiss and make kiss kiss and make up
11498,kiss kiss and make up
11499,kiss and make kiss kiss and make up
